idsolicitud,idsolicitud_acancelar,estado,saldocuota,saldomora,totaldeuda
"000049247","000048327","PAGO","272.50","6.00","278.50"
"000049248","000048638","PAGO","157.50","0.00","157.50"
"000049249","000048270","PAGO","436.00","7.20","443.20"
"000049250","000048109","PAGO","498.00","0.00","498.00"
"000049251","000048305","DEBE","190.60","2.80","193.40"
"000049252","000047853","PAGO","0.00","1.50","1.50"
"000049254","000048474","PAGO","126.20","3.00","129.20"
"000049256","000048430","PAGO","360.00","2.40","362.40"
"000049257","000048189","PAGO","75.00","1.80","76.80"
"000049258","000048260","PAGO","144.00","2.40","146.40"
"000049260","000048233","PAGO","17.20","2.40","19.60"
"000049261","000048490","PAGO","0.00","7.00","7.00"
"000049262","000047840","PAGO","0.00","12.00","12.00"
"000049263","000048716","PAGO","79.50","0.90","80.40"
"000049265","000048463","PAGO","0.00","4.80","4.80"
"000049266","000048253","PAGO","0.00","1.80","1.80"
"000049267","000048302","PAGO","0.00","2.10","2.10"
"000049268","000048363","PAGO","0.00","1.60","1.60"
"000049269","000048387","PAGO","0.00","0.60","0.60"
"000049272","000047241","DEBE","0.00","0.80","0.80"
"000049272","000048322","DEBE","1145.40","8.80","1154.20"
"000049273","000048316","PAGO","188.80","6.00","194.80"
"000049274","000048372","PAGO","85.60","2.10","87.70"
"000049275","000048329","PAGO","2542.00","8.00","2550.00"
"000049276","000047241","PAGO","0.00","0.80","0.80"
"000049276","000048322","PAGO","781.90","8.80","790.70"
"000049278","000048401","PAGO","260.90","1.20","262.10"
"000049279","000048136","PAGO","0.00","0.40","0.40"
"000049280","000048000","PAGO","0.00","2.00","2.00"
"000049281","000048868","PAGO","118.00","0.00","118.00"
"000049282","000048170","PAGO","0.00","6.00","6.00"
"000049283","000048307","PAGO","0.00","5.70","5.70"
"000049284","000048280","PAGO","93.68","4.20","97.88"
"000049285","000048546","PAGO","181.00","0.00","181.00"
"000049290","000048417","PAGO","97.00","0.30","97.30"
"000049292","000048618","PAGO","218.00","1.20","219.20"
"000049293","000048654","PAGO","408.60","0.00","408.60"
"000049295","000048279","PAGO","0.00","0.60","0.60"
"000049296","000048423","PAGO","0.00","0.80","0.80"
"000049297","000048678","PAGO","310.00","0.80","310.80"
"000049300","000048043","PAGO","0.00","8.00","8.00"
"000049301","000047662","PAGO","0.00","0.30","0.30"
"000049301","000048537","PAGO","151.00","1.50","152.50"
"000049303","000048437","PAGO","2520.00","6.00","2526.00"
"000049305","000047719","PAGO","0.00","2.00","2.00"
"000049306","000047377","PAGO","0.00","0.40","0.40"
"000049306","000048352","PAGO","357.80","2.80","360.60"
"000049307","000048436","PAGO","0.00","6.40","6.40"
"000049309","000048467","PAGO","77.30","1.60","78.90"
"000049310","000048269","PAGO","154.00","3.30","157.30"
"000049311","000048698","PAGO","106.00","0.00","106.00"
"000049313","000048259","PAGO","75.60","2.00","77.60"
"000049314","000048221","PAGO","218.00","2.00","220.00"
"000049315","000032113","PAGO","0.00","0.90","0.90"
"000049315","000048251","PAGO","0.00","0.90","0.90"
"000049318","000047850","PAGO","0.00","1.20","1.20"
"000049319","000048609","PAGO","0.00","2.10","2.10"
"000049320","000048536","PAGO","1070.00","18.00","1088.00"
"000049321","000048334","PAGO","784.80","3.00","787.80"
"000049322","000048804","PAGO","361.40","2.00","363.40"
"000049323","000047060","PAGO","0.00","1.50","1.50"
"000049324","000042027","PAGO","0.00","0.30","0.30"
"000049326","000047561","PAGO","0.00","0.40","0.40"
"000049326","000048410","PAGO","390.20","5.20","395.40"
"000049327","000048671","PAGO","27.00","0.30","27.30"
"000049328","000048412","PAGO","540.00","1.00","541.00"
"000049329","000048413","PAGO","763.00","1.00","764.00"
"000049331","000048330","PAGO","406.20","4.80","411.00"
"000049333","000048371","PAGO","1800.00","20.00","1820.00"
"000049334","000048647","PAGO","109.00","0.00","109.00"
"000049335","000048633","PAGO","355.00","2.40","357.40"
"000049336","000047971","PAGO","4990.00","0.00","4990.00"
"000049337","000048370","PAGO","125.00","1.20","126.20"
"000049338","000048398","PAGO","0.00","2.80","2.80"
"000049339","000048305","PAGO","190.60","2.80","193.40"
"000049340","000048368","PAGO","0.00","1.80","1.80"
"000049341","000048326","PAGO","108.20","0.30","108.50"
"000049342","000048326","DEBE","108.20","0.30","108.50"
"000049343","000048159","PAGO","0.00","2.40","2.40"
"000049344","000047514","PAGO","0.00","1.60","1.60"
"000049345","000048239","PAGO","0.00","12.00","12.00"
"000049347","000048695","PAGO","530.00","4.80","534.80"
"000049348","000036350","PAGO","0.00","2.00","2.00"
"000049349","000048642","PAGO","163.50","0.40","163.90"
"000049350","000048441","PAGO","0.00","2.40","2.40"
"000049352","000047887","PAGO","0.00","4.50","4.50"
"000049353","000046042","PAGO","0.00","0.40","0.40"
"000049354","000048337","PAGO","0.00","2.40","2.40"
"000049355","000048084","PAGO","0.00","0.60","0.60"
"000049358","000048478","PAGO","0.00","0.00","0.00"
"000049360","000048295","PAGO","360.50","4.80","365.30"
"000049361","000048296","PAGO","411.90","6.40","418.30"
"000049363","000048214","PAGO","180.00","3.20","183.20"
"000049364","000048404","PAGO","0.00","5.10","5.10"
"000049365","000048217","PAGO","588.60","6.40","595.00"
"000049366","000048218","PAGO","436.00","8.00","444.00"
"000049367","000048264","PAGO","99.00","2.40","101.40"
"000049369","000048565","PAGO","151.00","0.90","151.90"
"000049370","000048442","PAGO","968.28","5.60","973.88"
"000049371","000048261","PAGO","53.60","0.90","54.50"
"000049372","000048262","PAGO","74.50","1.20","75.70"
"000049374","000048493","PAGO","0.00","7.00","7.00"
"000049375","000048151","PAGO","0.00","1.20","1.20"
"000049376","000048680","PAGO","159.00","2.00","161.00"
"000049377","000047817","PAGO","0.00","0.40","0.40"
"000049378","000048764","PAGO","132.50","0.30","132.80"
"000049379","000048525","PAGO","0.00","0.60","0.60"
"000049380","000048225","PAGO","432.00","2.00","434.00"
"000049383","000048294","PAGO","56.40","1.80","58.20"
"000049384","000048458","PAGO","216.40","2.00","218.40"
"000049385","000048449","PAGO","144.50","0.00","144.50"
"000049386","000048450","PAGO","1452.00","8.00","1460.00"
"000049388","000048660","PAGO","37.10","0.40","37.50"
"000049389","000048232","PAGO","216.40","1.60","218.00"
"000049390","000048422","PAGO","108.20","0.30","108.50"
"000049392","000048468","PAGO","289.10","1.20","290.30"
"000049394","000048668","PAGO","105.00","1.60","106.60"
"000049395","000047481","PAGO","0.00","7.60","7.60"
"000049395","000048367","PAGO","0.00","9.20","9.20"
"000049396","000048665","PAGO","190.60","1.60","192.20"
"000049397","000048021","DEBE","0.00","1.20","1.20"
"000049398","000048555","PAGO","0.00","2.00","2.00"
"000049400","000048622","PAGO","0.00","10.00","10.00"
"000049401","000048562","PAGO","81.60","1.20","82.80"
"000049402","000048670","PAGO","272.50","2.00","274.50"
"000049403","000048036","PAGO","0.00","0.80","0.80"
"000049404","000048172","PAGO","0.00","3.00","3.00"
"000049404","000048815","PAGO","795.00","4.00","799.00"
"000049405","000047977","PAGO","0.00","2.80","2.80"
"000049407","000048730","PAGO","0.00","12.00","12.00"
"000049408","000047572","PAGO","0.00","3.30","3.30"
"000049408","000048514","PAGO","164.85","4.50","169.35"
"000049409","000048408","PAGO","163.50","0.80","164.30"
"000049411","000048699","PAGO","190.60","2.80","193.40"
"000049413","000047976","PAGO","0.00","0.60","0.60"
"000049414","000048314","PAGO","540.00","3.00","543.00"
"000049417","000046004","PAGO","0.00","2.00","2.00"
"000049418","000048769","PAGO","135.00","0.60","135.60"
"000049420","000048619","PAGO","136.10","0.30","136.40"
"000049423","000048148","PAGO","0.00","1.60","1.60"
"000049423","000048407","PAGO","0.00","1.60","1.60"
"000049425","000047566","PAGO","198.00","0.00","198.00"
"000049427","000048271","PAGO","110.00","3.00","113.00"
"000049428","000048281","PAGO","0.00","1.50","1.50"
"000049429","000047238","PAGO","0.00","1.60","1.60"
"000049430","000048428","PAGO","360.00","2.40","362.40"
"000049435","000046542","DEBE","0.00","1.80","1.80"
"000049436","000048339","PAGO","0.00","2.40","2.40"
"000049438","000048391","PAGO","0.00","0.80","0.80"
"000049439","000048157","PAGO","0.00","0.40","0.40"
"000049441","000045763","PAGO","0.00","0.60","0.60"
"000049442","000046152","PAGO","0.00","3.60","3.60"
"000049443","000048539","PAGO","71.00","1.20","72.20"
"000049444","000048465","PAGO","0.00","6.30","6.30"
"000049445","000048732","DEBE","272.50","0.00","272.50"
"000049446","000048197","PAGO","144.00","2.80","146.80"
"000049447","000048611","PAGO","20.90","0.00","20.90"
"000049448","000048744","PAGO","272.50","0.00","272.50"
"000049450","000048696","PAGO","125.00","0.30","125.30"
"000049451","000048777","PAGO","136.10","0.00","136.10"
"000049452","000048743","PAGO","540.00","2.40","542.40"
"000049453","000048889","PAGO","787.50","1.00","788.50"
"000049455","000047834","PAGO","0.00","1.20","1.20"
"000049456","000048390","PAGO","0.00","0.60","0.60"
"000049457","000048425","PAGO","0.00","1.60","1.60"
"000049458","000048445","PAGO","0.00","7.20","7.20"
"000049459","000048383","PAGO","180.00","2.10","182.10"
"000049462","000048099","PAGO","0.00","2.00","2.00"
"000049463","000048470","PAGO","30.00","3.90","33.90"
"000049464","000048834","PAGO","190.60","0.40","191.00"
"000049466","000048599","PAGO","158.00","0.00","158.00"
"000049467","000048615","PAGO","272.50","0.00","272.50"
"000049472","000048595","PAGO","163.50","0.00","163.50"
"000049473","000048630","PAGO","64.20","0.00","64.20"
"000049475","000048836","PAGO","92.00","2.70","94.70"
"000049480","000048807","PAGO","181.00","0.00","181.00"
"000049482","000048188","PAGO","0.00","1.20","1.20"
"000049484","000048897","PAGO","272.50","1.60","274.10"
"000049485","000048265","PAGO","0.00","0.60","0.60"
"000049486","000048786","PAGO","46.40","1.20","47.60"
"000049487","000047577","PAGO","0.00","0.30","0.30"
"000049488","000048303","PAGO","126.40","1.50","127.90"
"000049491","000048419","PAGO","162.80","1.50","164.30"
"000049492","000048772","PAGO","0.00","1.20","1.20"
"000049493","000047482","PAGO","0.00","8.00","8.00"
"000049496","000048853","PAGO","272.50","1.20","273.70"
"000049497","000048375","PAGO","216.40","3.20","219.60"
"000049498","000048384","PAGO","163.50","4.80","168.30"
"000049499","000047471","PAGO","0.00","3.90","3.90"
"000049500","000048566","PAGO","0.00","0.80","0.80"
"000049501","000048715","PAGO","0.00","0.90","0.90"
"000049502","000048532","PAGO","261.40","3.20","264.60"
"000049505","000048856","PAGO","272.50","0.00","272.50"
"000049506","000048137","DEBE","109.00","2.70","111.70"
"000049507","000048738","PAGO","864.00","4.00","868.00"
"000049508","000048571","PAGO","0.00","0.60","0.60"
"000049510","000047729","PAGO","0.00","0.80","0.80"
"000049511","000048240","PAGO","0.00","0.40","0.40"
"000049511","000048877","PAGO","262.50","1.60","264.10"
"000049512","000046624","PAGO","0.00","2.00","2.00"
"000049512","000048503","PAGO","100.00","1.20","101.20"
"000049513","000048793","PAGO","1350.00","0.00","1350.00"
"000049514","000047699","PAGO","0.00","2.10","2.10"
"000049515","000048624","PAGO","381.50","7.20","388.70"
"000049516","000048892","PAGO","84.80","0.90","85.70"
"000049517","000048283","PAGO","0.00","2.10","2.10"
"000049519","000048757","DEBE","125.00","0.60","125.60"
"000049521","000044753","PAGO","0.00","2.00","2.00"
"000049522","000048644","PAGO","72.00","1.80","73.80"
"000049523","000048757","PAGO","0.00","0.60","0.60"
"000049524","000048854","PAGO","8050.00","12.00","8062.00"
"000049525","000047878","PAGO","0.00","1.60","1.60"
"000049528","000048737","PAGO","0.00","0.90","0.90"
"000049529","000048071","PAGO","0.00","36.00","36.00"
"000049530","000048994","PAGO","132.50","0.00","132.50"
"000049531","000048869","PAGO","0.00","1.20","1.20"
"000049532","000048577","PAGO","0.00","4.00","4.00"
"000049534","000048829","PAGO","8750.00","8.00","8758.00"
"000049535","000048485","PAGO","172.80","3.20","176.00"
"000049538","000048705","PAGO","0.00","2.40","2.40"
"000049539","000048690","PAGO","144.60","0.00","144.60"
"000049540","000048347","PAGO","100.20","2.40","102.60"
"000049541","000048399","DEBE","0.00","0.80","0.80"
"000049542","000048399","PAGO","0.00","0.00","0.00"
"000049543","000048888","PAGO","275.60","4.00","279.60"
"000049544","000048736","PAGO","0.00","2.40","2.40"
"000049545","000048774","PAGO","525.00","2.00","527.00"
"000049546","000048634","PAGO","2906.00","22.00","2928.00"
"000049547","000048667","PAGO","0.00","3.30","3.30"
"000049548","000047543","PAGO","0.00","12.80","12.80"
"000049549","000048241","PAGO","0.00","5.40","5.40"
"000049550","000048592","PAGO","69.00","4.00","73.00"
"000049552","000048775","PAGO","290.00","0.80","290.80"
"000049553","000048952","PAGO","272.50","0.00","272.50"
"000049555","000048770","PAGO","0.00","0.40","0.40"
"000049556","000047881","PAGO","0.00","0.90","0.90"
"000049557","000048643","PAGO","53.00","4.80","57.80"
"000049558","000048540","PAGO","798.00","0.00","798.00"
"000049560","000048582","PAGO","0.00","0.60","0.60"
"000049561","000048244","PAGO","0.00","2.80","2.80"
"000049565","000048672","PAGO","0.00","2.40","2.40"
"000049567","000047696","PAGO","0.00","7.50","7.50"
"000049568","000048365","PAGO","54.00","4.00","58.00"
"000049568","000048366","PAGO","54.00","4.00","58.00"
"000049570","000046320","PAGO","0.00","4.50","4.50"
"000049573","000047510","PAGO","0.00","0.30","0.30"
"000049574","000048732","PAGO","272.50","0.00","272.50"
"000049575","000048434","PAGO","9.00","1.60","10.60"
"000049576","000049044","PAGO","135.50","0.00","135.50"
"000049577","000048432","PAGO","0.00","0.00","0.00"
"000049578","000048831","PAGO","324.00","3.20","327.20"
"000049580","000048340","PAGO","0.00","1.20","1.20"
"000049581","000048554","PAGO","0.00","0.30","0.30"
"000049582","000048791","PAGO","163.50","0.00","163.50"
"000049583","000048424","PAGO","53.60","0.60","54.20"
"000049584","000048559","PAGO","53.90","0.60","54.50"
"000049585","000048759","PAGO","136.10","0.60","136.70"
"000049588","000048871","PAGO","795.00","2.00","797.00"
"000049589","000048817","PAGO","43.00","0.00","43.00"
"000049590","000048484","PAGO","11.00","1.80","12.80"
"000049593","000048857","PAGO","530.00","1.60","531.60"
"000049595","000048687","PAGO","136.10","0.30","136.40"
"000049596","000049381","DEBE","818.00","0.00","818.00"
"000049604","000048703","PAGO","227.50","2.00","229.50"
"000049605","000048396","PAGO","8.00","2.10","10.10"
"000049606","000048561","PAGO","100.00","1.60","101.60"
"000049607","000047463","PAGO","0.00","0.80","0.80"
"000049607","000048547","PAGO","68.10","0.40","68.50"
"000049608","000048721","PAGO","99.10","0.30","99.40"
"000049609","000048821","PAGO","0.00","0.90","0.90"
"000049610","000048886","PAGO","132.50","1.20","133.70"
"000049612","000048137","PAGO","0.00","2.70","2.70"
"000049613","000048999","PAGO","109.00","0.00","109.00"
"000049614","000048876","PAGO","0.00","3.20","3.20"
"000049615","000048956","PAGO","53.00","0.60","53.60"
"000049616","000047546","PAGO","0.00","6.00","6.00"
"000049617","000048662","PAGO","790.00","0.00","790.00"
"000049618","000048906","PAGO","180.00","0.30","180.30"
"000049619","000048714","PAGO","190.60","0.80","191.40"
"000049620","000049049","PAGO","190.60","0.80","191.40"
"000049621","000048825","DEBE","127.20","3.20","130.40"
"000049622","000048112","PAGO","0.00","1.60","1.60"
"000049623","000048494","PAGO","0.00","4.00","4.00"
"000049628","000048320","PAGO","0.00","8.00","8.00"
"000049629","000048602","PAGO","0.00","17.00","17.00"
"000049632","000049021","PAGO","530.00","4.80","534.80"
"000049634","000048182","PAGO","0.00","1.60","1.60"
"000049637","000048747","PAGO","272.50","0.40","272.90"
"000049638","000048962","PAGO","318.00","0.80","318.80"
"000049639","000048685","PAGO","0.00","4.80","4.80"
"000049640","000048614","PAGO","112.80","1.80","114.60"
"000049642","000048681","PAGO","0.00","0.80","0.80"
"000049644","000048842","PAGO","136.10","0.30","136.40"
"000049645","000048502","PAGO","0.00","0.00","0.00"
"000049647","000048686","PAGO","10.00","0.60","10.60"
"000049655","000048606","PAGO","27.20","0.30","27.50"
"000049656","000048568","PAGO","525.00","10.00","535.00"
"000049657","000048724","PAGO","498.00","0.00","498.00"
"000049658","000048758","PAGO","1235.90","8.00","1243.90"
"000049659","000048845","PAGO","0.00","4.00","4.00"
"000049660","000049131","PAGO","681.10","1.00","682.10"
"000049661","000048656","PAGO","0.00","0.60","0.60"
"000049662","000049002","PAGO","265.00","2.40","267.40"
"000049663","000048882","PAGO","127.20","2.80","130.00"
"000049666","000048756","DEBE","270.00","0.00","270.00"
"000049667","000048545","PAGO","0.00","10.00","10.00"
"000049668","000048767","PAGO","0.00","0.80","0.80"
"000049669","000048664","PAGO","0.00","1.50","1.50"
"000049671","000048657","PAGO","0.00","0.40","0.40"
"000049672","000048916","PAGO","545.00","1.60","546.60"
"000049674","000048726","PAGO","198.00","0.00","198.00"
"000049676","000049023","PAGO","84.80","0.00","84.80"
"000049678","000048548","PAGO","0.00","1.60","1.60"
"000049679","000049262","PAGO","90.00","2.00","92.00"
"000049682","000048297","PAGO","0.00","14.00","14.00"
"000049683","000048806","PAGO","0.00","0.30","0.30"
"000049684","000048899","PAGO","0.00","0.90","0.90"
"000049685","000049068","PAGO","109.00","0.00","109.00"
"000049687","000047761","PAGO","0.00","0.60","0.60"
"000049688","000048805","PAGO","0.00","0.80","0.80"
"000049690","000048894","PAGO","0.00","2.00","2.00"
"000049691","000049180","PAGO","79.50","0.00","79.50"
"000049692","000049050","PAGO","190.60","1.60","192.20"
"000049693","000048795","PAGO","0.00","1.50","1.50"
"000049696","000048900","DEBE","37.10","1.60","38.70"
"000049698","000049055","PAGO","726.00","4.80","730.80"
"000049699","000048884","PAGO","95.00","0.00","95.00"
"000049700","000049111","PAGO","397.50","3.20","400.70"
"000049702","000048064","PAGO","0.00","5.40","5.40"
"000049704","000049150","PAGO","795.00","4.00","799.00"
"000049706","000048741","PAGO","0.00","1.50","1.50"
"000049707","000048739","PAGO","45.00","0.30","45.30"
"000049708","000042470","PAGO","0.00","0.80","0.80"
"000049709","000049030","PAGO","132.50","0.30","132.80"
"000049710","000048900","PAGO","0.00","2.00","2.00"
"000049711","000048740","PAGO","0.00","0.60","0.60"
"000049712","000049139","PAGO","109.00","0.60","109.60"
"000049713","000048666","PAGO","144.00","0.80","144.80"
"000049715","000048648","PAGO","198.00","0.00","198.00"
"000049716","000049281","PAGO","159.00","0.80","159.80"
"000049718","000048939","PAGO","324.00","0.00","324.00"
"000049719","000048570","PAGO","0.00","2.00","2.00"
"000049720","000047584","PAGO","0.00","0.30","0.30"
"000049721","000048826","PAGO","43.60","0.40","44.00"
"000049722","000048655","PAGO","55.00","0.30","55.30"
"000049725","000048673","PAGO","0.00","0.60","0.60"
"000049726","000048682","PAGO","45.00","1.20","46.20"
"000049727","000048659","PAGO","217.10","4.00","221.10"
"000049728","000049032","PAGO","0.00","1.20","1.20"
"000049729","000048631","PAGO","71.80","6.30","78.10"
"000049731","000048623","PAGO","0.00","2.40","2.40"
"000049732","000048500","PAGO","417.65","9.60","427.25"
"000049733","000048748","PAGO","0.00","5.20","5.20"
"000049734","000048683","PAGO","43.60","0.00","43.60"
"000049736","000048832","PAGO","381.50","0.80","382.30"
"000049738","000048896","PAGO","0.00","4.00","4.00"
"000049740","000048858","PAGO","272.50","2.00","274.50"
"000049741","000049124","PAGO","371.00","1.20","372.20"
"000049742","000048992","PAGO","218.00","1.60","219.60"
"000049743","000048814","PAGO","457.80","4.00","461.80"
"000049745","000048114","PAGO","0.00","1.20","1.20"
"000049746","000043749","PAGO","0.00","3.20","3.20"
"000049748","000045588","PAGO","0.00","0.40","0.40"
"000049749","000049136","PAGO","190.60","0.80","191.40"
"000049750","000048689","PAGO","0.00","3.20","3.20"
"000049752","000046318","PAGO","0.00","2.00","2.00"
"000049753","000048733","PAGO","70.80","1.20","72.00"
"000049755","000048982","PAGO","0.00","12.00","12.00"
"000049756","000049005","PAGO","42.40","0.80","43.20"
"000049757","000048881","PAGO","157.80","0.90","158.70"
"000049761","000049073","PAGO","5400.00","6.00","5406.00"
"000049764","000043651","PAGO","0.00","12.00","12.00"
"000049765","000049475","PAGO","92.00","0.60","92.60"
"000049766","000048937","DEBE","272.50","1.20","273.70"
"000049767","000049001","PAGO","54.50","3.90","58.40"
"000049768","000049041","PAGO","163.50","2.00","165.50"
"000049769","000038618","PAGO","0.00","0.00","0.00"
"000049770","000048719","PAGO","0.00","4.80","4.80"
"000049772","000048811","PAGO","109.00","2.40","111.40"
"000049773","000048986","DEBE","132.50","5.00","137.50"
"000049774","000048986","PAGO","0.00","5.00","5.00"
"000049775","000048867","PAGO","270.00","0.00","270.00"
"000049777","000048945","PAGO","0.00","0.60","0.60"
"000049780","000048707","PAGO","108.00","0.80","108.80"
"000049781","000048585","PAGO","0.00","3.00","3.00"
"000049782","000048790","PAGO","0.00","2.40","2.40"
"000049785","000047639","PAGO","0.00","2.70","2.70"
"000049786","000048731","PAGO","54.50","0.80","55.30"
"000049787","000048883","PAGO","126.60","2.70","129.30"
"000049788","000049062","PAGO","1907.50","4.00","1911.50"
"000049790","000048998","PAGO","272.50","0.00","272.50"
"000049791","000048824","PAGO","305.20","2.40","307.60"
"000049792","000048950","PAGO","54.00","0.60","54.60"
"000049793","000048898","PAGO","362.00","1.60","363.60"
"000049795","000048433","PAGO","0.00","1.20","1.20"
"000049796","000049006","PAGO","109.00","1.50","110.50"
"000049798","000048717","PAGO","12.60","0.30","12.90"
"000049799","000048720","PAGO","21.80","0.00","21.80"
"000049800","000048825","PAGO","0.00","6.80","6.80"
"000049802","000048626","PAGO","0.00","6.40","6.40"
"000049803","000048752","PAGO","0.00","1.60","1.60"
"000049804","000047899","PAGO","0.00","3.20","3.20"
"000049805","000048885","DEBE","136.10","0.00","136.10"
"000049809","000048933","PAGO","162.80","1.20","164.00"
"000049811","000048938","PAGO","270.00","2.00","272.00"
"000049813","000048911","PAGO","705.20","1.00","706.20"
"000049815","000049053","PAGO","2616.00","6.00","2622.00"
"000049819","000048840","DEBE","8.00","0.00","8.00"
"000049820","000048778","PAGO","216.00","0.00","216.00"
"000049822","000049130","PAGO","81.60","0.30","81.90"
"000049823","000048913","PAGO","272.50","2.40","274.90"
"000049824","000048978","PAGO","162.00","0.90","162.90"
"000049825","000049106","PAGO","136.10","0.60","136.70"
"000049826","000048663","PAGO","0.00","8.40","8.40"
"000049827","000048596","PAGO","0.00","2.40","2.40"
"000049828","000049237","PAGO","681.10","2.00","683.10"
"000049830","000048923","PAGO","272.50","1.20","273.70"
"000049831","000048847","PAGO","0.00","3.90","3.90"
"000049832","000048840","PAGO","8.00","0.00","8.00"
"000049833","000048816","PAGO","0.00","2.00","2.00"
"000049834","000048616","PAGO","0.00","1.20","1.20"
"000049836","000048963","PAGO","176.50","2.00","178.50"
"000049838","000048751","PAGO","700.00","0.00","700.00"
"000049840","000049015","PAGO","136.00","0.30","136.30"
"000049841","000048745","PAGO","151.70","13.60","165.30"
"000049843","000048833","PAGO","498.00","0.00","498.00"
"000049844","000049121","PAGO","290.00","2.80","292.80"
"000049845","000048711","PAGO","0.00","2.00","2.00"
"000049846","000048506","PAGO","0.00","2.40","2.40"
"000049850","000049025","PAGO","0.00","1.50","1.50"
"000049852","000049206","PAGO","81.60","2.10","83.70"
"000049853","000048722","PAGO","0.00","6.00","6.00"
"000049855","000049183","PAGO","136.10","0.00","136.10"
"000049856","000049247","PAGO","272.50","3.20","275.70"
"000049857","000048909","PAGO","0.00","7.60","7.60"
"000049860","000049159","PAGO","918.00","10.00","928.00"
"000049861","000049339","PAGO","0.00","1.20","1.20"
"000049863","000049134","PAGO","218.00","0.40","218.40"
"000049865","000048773","PAGO","34.70","0.80","35.50"
"000049867","000049067","PAGO","1080.00","0.00","1080.00"
"000049868","000048369","PAGO","1298.00","0.00","1298.00"
"000049869","000048974","PAGO","0.00","3.30","3.30"
"000049871","000048830","PAGO","80.10","2.40","82.50"
"000049872","000048864","PAGO","507.90","4.80","512.70"
"000049873","000048979","PAGO","0.00","0.80","0.80"
"000049876","000049377","PAGO","735.00","2.40","737.40"
"000049877","000048518","PAGO","0.00","2.40","2.40"
"000049878","000045954","PAGO","0.00","2.10","2.10"
"000049879","000048702","DEBE","0.00","1.60","1.60"
"000049880","000048702","DEBE","0.00","1.60","1.60"
"000049882","000045667","DEBE","0.00","2.70","2.70"
"000049882","000048820","DEBE","32.70","0.60","33.30"
"000049883","000049156","PAGO","25.50","1.80","27.30"
"000049887","000049026","PAGO","0.00","1.50","1.50"
"000049888","000049019","PAGO","286.00","4.20","290.20"
"000049889","000048105","PAGO","0.00","0.30","0.30"
"000049891","000047898","PAGO","0.00","0.30","0.30"
"000049892","000048702","PAGO","0.00","3.20","3.20"
"000049896","000048021","PAGO","0.00","1.20","1.20"
"000049897","000049310","PAGO","165.00","1.50","166.50"
"000049899","000049157","PAGO","136.10","0.00","136.10"
"000049900","000049193","PAGO","272.50","0.00","272.50"
"000049901","000048943","PAGO","190.60","0.00","190.60"
"000049902","000049176","PAGO","272.50","0.40","272.90"
"000049903","000049081","PAGO","136.10","1.80","137.90"
"000049904","000049072","PAGO","136.00","0.60","136.60"
"000049905","000048917","PAGO","0.00","4.00","4.00"
"000049906","000049074","PAGO","136.10","0.60","136.70"
"000049907","000049024","PAGO","143.60","0.00","143.60"
"000049909","000049046","PAGO","463.00","4.80","467.80"
"000049910","000048729","PAGO","0.00","3.30","3.30"
"000049912","000049449","PAGO","144.00","2.10","146.10"
"000049913","000049138","PAGO","0.00","1.20","1.20"
"000049914","000049042","PAGO","81.60","1.50","83.10"
"000049916","000048820","PAGO","32.70","0.60","33.30"
"000049917","000049407","PAGO","0.00","12.00","12.00"
"000049918","000048505","PAGO","201.10","5.10","206.20"
"000049918","000048935","PAGO","425.00","1.20","426.20"
"000049919","000048487","DEBE","0.00","0.30","0.30"
"000049920","000048796","PAGO","0.00","0.00","0.00"
"000049921","000048797","DEBE","0.00","2.70","2.70"
"000049923","000049232","PAGO","0.00","0.40","0.40"
"000049924","000048953","PAGO","0.00","2.00","2.00"
"000049925","000048959","PAGO","216.40","2.40","218.80"
"000049926","000048954","PAGO","0.00","5.60","5.60"
"000049927","000048849","DEBE","0.00","0.40","0.40"
"000049928","000048763","PAGO","263.60","5.60","269.20"
"000049929","000048849","PAGO","0.00","0.40","0.40"
"000049930","000049009","DEBE","0.00","0.60","0.60"
"000049931","000049229","PAGO","381.50","0.00","381.50"
"000049932","000049184","PAGO","81.60","0.30","81.90"
"000049933","000049036","PAGO","245.10","0.40","245.50"
"000049934","000048947","PAGO","0.00","0.90","0.90"
"000049935","000049178","PAGO","272.50","0.80","273.30"
"000049938","000049318","PAGO","218.00","2.80","220.80"
"000049939","000049119","DEBE","463.10","4.80","467.90"
"000049940","000048970","DEBE","0.00","2.40","2.40"
"000049941","000048863","PAGO","0.00","42.00","42.00"
"000049942","000049119","PAGO","463.10","4.80","467.90"
"000049943","000049113","PAGO","408.60","0.00","408.60"
"000049946","000048991","PAGO","432.00","5.60","437.60"
"000049950","000049246","PAGO","99.00","1.20","100.20"
"000049951","000049382","PAGO","545.00","0.00","545.00"
"000049952","000049297","PAGO","302.00","1.60","303.60"
"000049953","000049243","PAGO","81.60","0.00","81.60"
"000049954","000048964","PAGO","0.00","1.60","1.60"
"000049955","000049127","PAGO","0.00","4.00","4.00"
"000049956","000048792","PAGO","48.00","4.00","52.00"
"000049957","000049400","PAGO","1312.50","6.00","1318.50"
"000049958","000048848","PAGO","12.60","0.60","13.20"
"000049959","000048977","PAGO","0.00","1.60","1.60"
"000049960","000048519","PAGO","0.00","2.40","2.40"
"000049962","000049038","PAGO","2100.80","16.00","2116.80"
"000049963","000048472","PAGO","0.00","2.10","2.10"
"000049964","000049114","PAGO","525.00","0.00","525.00"
